CodCurso;NomeCurso;Ano;Periodo;Vinculados;Matriculados;Ingressantes;Diplomados;Evadidos
323;ENGENHARIA ELÉTRICA;2020;2;496;491;46;27;12
911;ENGENHARIA FÍSICA;2020;2;179;175;6;4;7
1077;ENGENHARIA HÍDRICA;2020;2;102;100;18;3;4
324;ENGENHARIA MECÂNICA;2020;2;713;703;70;55;11
325;ENGENHARIA METALÚRGICA;2020;2;280;274;7;10;18
326;ENGENHARIA QUÍMICA;2020;2;615;607;67;39;22
327;ESTATÍSTICA;2020;2;183;178;3;15;10
328;FARMÁCIA;2020;2;669;659;62;32;18
329;FILOSOFIA;2020;2;378;366;16;7;15
330;FÍSICA;2020;2;359;353;16;18;14
1764;FÍSICA - LICENCIATURA;2020;2;269;263;31;4;19
812;FISIOTERAPIA;2020;2;173;171;8;15;1
730;FONOAUDIOLOGIA;2020;2;147;145;1;4;5
331;GEOGRAFIA;2020;2;510;501;37;17;10
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2020;2;127;127;0;0;1
1548;GEOGRAFIA - LITORAL NORTE;2020;2;11;11;2;1;0
332;GEOLOGIA;2020;2;201;200;2;18;2
333;HISTÓRIA;2020;2;846;815;13;31;29
908;HISTÓRIA DA ARTE;2020;2;186;177;1;8;6
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2020;2;173;170;17;4;6
1489;JORNALISMO;2020;2;236;234;27;9;8
334;LETRAS;2020;2;1233;1190;14;41;58
335;MATEMÁTICA;2020;2;606;591;62;12;35
336;MEDICINA;2020;2;849;847;80;74;3
337;MEDICINA VETERINÁRIA;2020;2;648;641;50;53;10
731;MUSEOLOGIA;2020;2;138;135;0;4;8
338;MÚSICA;2020;2;406;401;4;39;4
339;NUTRIÇÃO;2020;2;347;342;34;15;3
340;ODONTOLOGIA;2020;2;608;607;91;44;11
341;PEDAGOGIA;2020;2;621;609;77;32;20
582;PEDAGOGIA - EAD;2020;2;82;82;0;2;1
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2020;2;188;188;0;0;3
914;POLÍTICAS PÚBLICAS;2020;2;207;202;6;11;5
342;PSICOLOGIA;2020;2;476;472;38;25;10
1660;PUBLICIDADE E PROPAGANDA;2020;2;107;104;25;0;5
343;QUÍMICA;2020;2;719;706;74;24;36
357;RELAÇÕES INTERNACIONAIS;2020;2;274;270;8;24;5
1490;RELAÇÕES PÚBLICAS;2020;2;264;258;25;10;6
806;SAÚDE COLETIVA;2020;2;245;236;35;6;9
907;SERVIÇO SOCIAL;2020;2;168;166;1;7;6
302;TEATRO;2020;2;229;224;10;11;9
1071;ZOOTECNIA;2020;2;237;233;16;6;5
298;ADMINISTRAÇÃO;2021;1;1752;1720;162;75;17
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2021;1;397;391;44;5;18
299;AGRONOMIA;2021;1;487;482;35;23;10
300;ARQUITETURA E URBANISMO;2021;1;656;646;58;22;9
301;ARQUIVOLOGIA;2021;1;169;164;14;2;1
303;ARTES VISUAIS;2021;1;676;657;92;31;6
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2021;1;133;133;0;0;0
304;BIBLIOTECONOMIA;2021;1;340;335;38;13;8
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2021;1;90;86;0;0;4
361;BIOMEDICINA;2021;1;169;165;39;0;5
910;BIOTECNOLOGIA;2021;1;123;121;38;2;1
305;CIÊNCIA DA COMPUTAÇÃO;2021;1;795;783;96;34;5
306;CIÊNCIAS ATUARIAIS;2021;1;264;258;45;10;2
307;CIÊNCIAS BIOLÓGICAS;2021;1;475;471;46;28;10
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2021;1;161;161;30;5;3
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2021;1;77;76;19;0;2
1819;CIÊNCIAS BIOLÓGICAS - LICENCIATURA - ENSINO A DISTÂNCIA - EAD;2021;1;96;96;96;0;1
308;CIÊNCIAS CONTÁBEIS;2021;1;825;811;79;38;5
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2021;1;102;102;0;0;0
309;CIÊNCIAS ECONÔMICAS;2021;1;901;886;97;45;14
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2021;1;1912;1890;161;134;29
312;CIÊNCIAS SOCIAIS;2021;1;1087;1048;146;29;24
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2021;1;120;119;0;0;1
1835;COMPUTAÇÃO E ROBÓTICA EDUCATIVA - EDUCAÇÃO A DISTÂNCIA - EAD;2021;1;117;117;117;0;2
313;COMUNICAÇÃO SOCIAL;2021;1;152;151;0;17;1
805;DANÇA;2021;1;233;229;33;5;4
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2021;1;12;12;1;1;0
1481;DESIGN DE PRODUTO;2021;1;252;247;25;8;7
1482;DESIGN VISUAL;2021;1;246;242;29;12;4
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2021;1;50;48;0;2;3
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2021;1;46;46;18;4;1
314;EDUCAÇÃO FÍSICA;2021;1;1136;1117;91;83;36
315;ENFERMAGEM;2021;1;538;532;58;33;5
526;ENGENHARIA AMBIENTAL;2021;1;192;189;37;17;6
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2021;1;159;156;13;4;7
317;ENGENHARIA CIVIL;2021;1;979;966;88;69;23
319;ENGENHARIA DE ALIMENTOS;2021;1;230;225;33;1;7
318;ENGENHARIA DE COMPUTAÇÃO;2021;1;439;433;45;22;7
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2021;1;215;212;35;8;7
909;ENGENHARIA DE ENERGIA;2021;1;208;205;35;14;2
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2021;1;18;18;0;3;0
320;ENGENHARIA DE MATERIAIS;2021;1;221;219;39;15;2
321;ENGENHARIA DE MINAS;2021;1;135;134;17;4;5
322;ENGENHARIA DE PRODUÇÃO;2021;1;404;400;40;22;7
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2021;1;15;15;0;1;0
323;ENGENHARIA ELÉTRICA;2021;1;502;494;45;35;11
911;ENGENHARIA FÍSICA;2021;1;206;203;38;9;9
1077;ENGENHARIA HÍDRICA;2021;1;96;93;1;8;3
324;ENGENHARIA MECÂNICA;2021;1;715;706;68;50;19
325;ENGENHARIA METALÚRGICA;2021;1;280;274;28;11;10
326;ENGENHARIA QUÍMICA;2021;1;624;619;70;34;12
327;ESTATÍSTICA;2021;1;202;198;44;4;3
328;FARMÁCIA;2021;1;691;680;72;35;14
329;FILOSOFIA;2021;1;425;415;69;10;10
330;FÍSICA;2021;1;418;409;91;8;11
1764;FÍSICA - LICENCIATURA;2021;1;275;268;29;3;12
812;FISIOTERAPIA;2021;1;199;197;42;5;4
730;FONOAUDIOLOGIA;2021;1;173;171;35;19;3
331;GEOGRAFIA;2021;1;519;505;34;25;10
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2021;1;126;126;0;0;2
1548;GEOGRAFIA - LITORAL NORTE;2021;1;13;13;3;1;0
332;GEOLOGIA;2021;1;214;210;33;2;5
333;HISTÓRIA;2021;1;911;893;122;26;19
908;HISTÓRIA DA ARTE;2021;1;212;209;40;5;4
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2021;1;185;182;22;6;3
1489;JORNALISMO;2021;1;249;247;30;14;6
334;LETRAS;2021;1;1386;1364;252;55;27
335;MATEMÁTICA;2021;1;631;619;72;29;18
336;MEDICINA;2021;1;831;830;59;61;1
337;MEDICINA VETERINÁRIA;2021;1;637;628;52;55;8
731;MUSEOLOGIA;2021;1;149;145;23;2;4
338;MÚSICA;2021;1;410;403;47;15;2
339;NUTRIÇÃO;2021;1;359;352;30;29;9
340;ODONTOLOGIA;2021;1;599;592;46;50;12
341;PEDAGOGIA;2021;1;621;610;52;22;13
582;PEDAGOGIA - EAD;2021;1;79;79;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2021;1;185;185;0;0;4
914;POLÍTICAS PÚBLICAS;2021;1;242;238;51;6;8
342;PSICOLOGIA;2021;1;492;487;51;24;2
1660;PUBLICIDADE E PROPAGANDA;2021;1;128;128;26;0;2
343;QUÍMICA;2021;1;702;686;43;32;31
357;RELAÇÕES INTERNACIONAIS;2021;1;306;306;61;13;5
1490;RELAÇÕES PÚBLICAS;2021;1;278;277;30;12;2
806;SAÚDE COLETIVA;2021;1;262;255;32;10;6
907;SERVIÇO SOCIAL;2021;1;185;183;30;17;2
302;TEATRO;2021;1;254;249;45;14;2
1071;ZOOTECNIA;2021;1;253;248;27;11;5
298;ADMINISTRAÇÃO;2021;2;1802;1758;142;70;30
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2021;2;417;397;43;5;15
299;AGRONOMIA;2021;2;503;494;49;28;8
300;ARQUITETURA E URBANISMO;2021;2;675;659;50;50;15
301;ARQUIVOLOGIA;2021;2;167;156;1;3;2
303;ARTES VISUAIS;2021;2;649;619;10;22;19
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2021;2;133;133;0;0;0
304;BIBLIOTECONOMIA;2021;2;352;340;33;18;5
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2021;2;86;84;0;0;3
361;BIOMEDICINA;2021;2;165;159;1;17;9
910;BIOTECNOLOGIA;2021;2;121;113;1;11;5
305;CIÊNCIA DA COMPUTAÇÃO;2021;2;795;767;39;28;21
306;CIÊNCIAS ATUARIAIS;2021;2;261;247;9;4;2
307;CIÊNCIAS BIOLÓGICAS;2021;2;473;461;36;26;8
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2021;2;153;147;0;3;6
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2021;2;89;84;14;0;0
1819;CIÊNCIAS BIOLÓGICAS - LICENCIATURA - ENSINO A DISTÂNCIA - EAD;2021;2;95;94;0;0;2
308;CIÊNCIAS CONTÁBEIS;2021;2;866;838;84;34;12
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2021;2;102;102;0;54;0
309;CIÊNCIAS ECONÔMICAS;2021;2;922;893;80;40;19
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2021;2;1937;1901;188;109;23
312;CIÊNCIAS SOCIAIS;2021;2;1046;962;12;32;38
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2021;2;119;119;0;0;0
1835;COMPUTAÇÃO E ROBÓTICA EDUCATIVA - EDUCAÇÃO A DISTÂNCIA - EAD;2021;2;115;101;0;0;22
313;COMUNICAÇÃO SOCIAL;2021;2;134;133;0;14;0
805;DANÇA;2021;2;226;213;2;13;3
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2021;2;13;13;2;0;0
1481;DESIGN DE PRODUTO;2021;2;254;244;17;8;4
1482;DESIGN VISUAL;2021;2;251;244;21;12;4
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2021;2;45;45;0;0;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2021;2;41;40;0;0;2
314;EDUCAÇÃO FÍSICA;2021;2;1153;1117;91;65;12
315;ENFERMAGEM;2021;2;555;544;55;29;7
526;ENGENHARIA AMBIENTAL;2021;2;170;166;1;6;7
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2021;2;150;142;2;4;1
317;ENGENHARIA CIVIL;2021;2;967;947;80;38;23
319;ENGENHARIA DE ALIMENTOS;2021;2;226;216;4;10;10
318;ENGENHARIA DE COMPUTAÇÃO;2021;2;436;426;26;20;5
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2021;2;205;201;5;5;8
909;ENGENHARIA DE ENERGIA;2021;2;194;187;2;6;9
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2021;2;16;16;1;4;0
320;ENGENHARIA DE MATERIAIS;2021;2;206;199;2;8;8
321;ENGENHARIA DE MINAS;2021;2;126;118;0;14;5
322;ENGENHARIA DE PRODUÇÃO;2021;2;415;407;40;22;4
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2021;2;15;15;1;2;0
323;ENGENHARIA ELÉTRICA;2021;2;501;484;45;18;18
911;ENGENHARIA FÍSICA;2021;2;189;182;1;2;4
1077;ENGENHARIA HÍDRICA;2021;2;101;96;16;7;4
324;ENGENHARIA MECÂNICA;2021;2;703;689;57;38;16
325;ENGENHARIA METALÚRGICA;2021;2;262;255;3;1;13
326;ENGENHARIA QUÍMICA;2021;2;627;610;49;24;20
327;ESTATÍSTICA;2021;2;198;189;3;9;4
328;FARMÁCIA;2021;2;696;670;54;39;20
329;FILOSOFIA;2021;2;412;376;7;16;15
330;FÍSICA;2021;2;406;385;7;12;14
1764;FÍSICA - LICENCIATURA;2021;2;283;267;23;9;13
812;FISIOTERAPIA;2021;2;191;186;1;22;3
730;FONOAUDIOLOGIA;2021;2;154;153;3;4;6
331;GEOGRAFIA;2021;2;531;504;37;20;15
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2021;2;124;124;0;0;0
1548;GEOGRAFIA - LITORAL NORTE;2021;2;12;12;0;0;0
332;GEOLOGIA;2021;2;209;203;2;22;2
333;HISTÓRIA;2021;2;884;856;15;28;15
908;HISTÓRIA DA ARTE;2021;2;206;189;3;4;3
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2021;2;193;180;17;15;5
1489;JORNALISMO;2021;2;255;248;26;17;1
334;LETRAS;2021;2;1308;1265;4;36;27
335;MATEMÁTICA;2021;2;618;594;34;20;22
336;MEDICINA;2021;2;838;836;69;68;1
337;MEDICINA VETERINÁRIA;2021;2;619;607;45;31;7
731;MUSEOLOGIA;2021;2;144;134;1;4;6
338;MÚSICA;2021;2;409;394;16;20;0
339;NUTRIÇÃO;2021;2;352;344;31;25;4
340;ODONTOLOGIA;2021;2;602;592;65;2;11
341;PEDAGOGIA;2021;2;646;617;60;17;18
582;PEDAGOGIA - EAD;2021;2;79;79;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2021;2;181;181;0;0;2
914;POLÍTICAS PÚBLICAS;2021;2;233;222;5;6;7
342;PSICOLOGIA;2021;2;497;482;31;31;3
1660;PUBLICIDADE E PROPAGANDA;2021;2;152;151;26;0;1
343;QUÍMICA;2021;2;698;664;59;16;23
357;RELAÇÕES INTERNACIONAIS;2021;2;291;285;3;22;8
1490;RELAÇÕES PÚBLICAS;2021;2;288;281;24;16;5
806;SAÚDE COLETIVA;2021;2;269;252;23;7;6
907;SERVIÇO SOCIAL;2021;2;172;168;6;6;1
302;TEATRO;2021;2;243;230;5;6;5
1071;ZOOTECNIA;2021;2;261;254;24;23;6
298;ADMINISTRAÇÃO;2022;1;1849;1422;147;79;15
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2022;1;423;290;26;8;17
299;AGRONOMIA;2022;1;507;418;40;24;2
300;ARQUITETURA E URBANISMO;2022;1;663;577;53;31;5
301;ARQUIVOLOGIA;2022;1;177;111;15;3;0
303;ARTES VISUAIS;2022;1;705;515;97;26;9
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2022;1;133;114;0;101;17
304;BIBLIOTECONOMIA;2022;1;354;249;25;20;8
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2022;1;83;79;0;0;6
361;BIOMEDICINA;2022;1;170;150;31;3;2
910;BIOTECNOLOGIA;2022;1;139;115;34;3;3
305;CIÊNCIA DA COMPUTAÇÃO;2022;1;822;632;76;34;5
306;CIÊNCIAS ATUARIAIS;2022;1;279;185;24;9;6
307;CIÊNCIAS BIOLÓGICAS;2022;1;478;398;39;32;11
1880;CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA;2022;1;7;7;7;0;1
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2022;1;144;103;0;7;4
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2022;1;106;90;17;2;0
1819;CIÊNCIAS BIOLÓGICAS - LICENCIATURA - ENSINO A DISTÂNCIA - EAD;2022;1;93;32;0;0;3
308;CIÊNCIAS CONTÁBEIS;2022;1;886;662;66;55;17
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2022;1;48;17;0;2;1
309;CIÊNCIAS ECONÔMICAS;2022;1;953;723;90;38;20
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2022;1;1976;1720;171;142;26
312;CIÊNCIAS SOCIAIS;2022;1;1061;632;84;39;24
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2022;1;119;70;0;0;51
1835;COMPUTAÇÃO E ROBÓTICA EDUCATIVA - EDUCAÇÃO A DISTÂNCIA - EAD;2022;1;93;24;0;0;2
313;COMUNICAÇÃO SOCIAL;2022;1;120;95;0;13;1
805;DANÇA;2022;1;235;159;25;1;2
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2022;1;15;8;2;0;0
1481;DESIGN DE PRODUTO;2022;1;261;197;19;13;5
1482;DESIGN VISUAL;2022;1;256;211;21;13;3
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2022;1;45;23;0;3;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2022;1;39;17;0;1;1
314;EDUCAÇÃO FÍSICA;2022;1;1170;839;66;93;9
315;ENFERMAGEM;2022;1;568;503;49;41;8
526;ENGENHARIA AMBIENTAL;2022;1;187;154;30;13;4
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2022;1;156;98;11;3;3
317;ENGENHARIA CIVIL;2022;1;977;830;71;65;14
319;ENGENHARIA DE ALIMENTOS;2022;1;224;161;18;4;5
318;ENGENHARIA DE COMPUTAÇÃO;2022;1;454;348;43;21;5
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2022;1;231;191;39;7;6
909;ENGENHARIA DE ENERGIA;2022;1;200;167;21;13;5
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2022;1;14;14;2;2;0
320;ENGENHARIA DE MATERIAIS;2022;1;208;157;18;10;8
321;ENGENHARIA DE MINAS;2022;1;116;82;9;3;5
322;ENGENHARIA DE PRODUÇÃO;2022;1;433;380;44;30;5
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2022;1;14;12;1;0;0
323;ENGENHARIA ELÉTRICA;2022;1;499;376;34;23;15
911;ENGENHARIA FÍSICA;2022;1;212;174;29;8;6
1077;ENGENHARIA HÍDRICA;2022;1;90;62;0;9;4
324;ENGENHARIA MECÂNICA;2022;1;705;551;56;37;9
325;ENGENHARIA METALÚRGICA;2022;1;270;160;22;8;8
326;ENGENHARIA QUÍMICA;2022;1;635;540;52;31;18
327;ESTATÍSTICA;2022;1;212;135;27;4;2
328;FARMÁCIA;2022;1;692;554;55;34;3
329;FILOSOFIA;2022;1;428;273;47;9;13
330;FÍSICA;2022;1;452;330;72;17;8
1764;FÍSICA - LICENCIATURA;2022;1;271;174;10;13;7
812;FISIOTERAPIA;2022;1;201;172;35;4;3
730;FONOAUDIOLOGIA;2022;1;167;140;23;12;1
331;GEOGRAFIA;2022;1;526;366;24;20;11
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2022;1;124;97;0;0;30
1548;GEOGRAFIA - LITORAL NORTE;2022;1;17;15;5;0;0
332;GEOLOGIA;2022;1;209;173;24;4;3
333;HISTÓRIA;2022;1;954;628;109;18;21
908;HISTÓRIA DA ARTE;2022;1;220;145;21;2;3
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2022;1;195;104;22;8;8
1489;JORNALISMO;2022;1;266;227;29;16;2
334;LETRAS;2022;1;1408;1068;163;76;26
335;MATEMÁTICA;2022;1;618;367;42;12;25
336;MEDICINA;2022;1;841;816;72;59;3
337;MEDICINA VETERINÁRIA;2022;1;632;550;51;39;6
731;MUSEOLOGIA;2022;1;154;110;20;4;4
338;MÚSICA;2022;1;424;315;35;9;3
339;NUTRIÇÃO;2022;1;357;305;34;21;3
340;ODONTOLOGIA;2022;1;635;566;46;31;9
341;PEDAGOGIA;2022;1;668;500;57;34;6
582;PEDAGOGIA - EAD;2022;1;79;0;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2022;1;179;177;0;0;4
914;POLÍTICAS PÚBLICAS;2022;1;241;158;21;5;5
342;PSICOLOGIA;2022;1;515;438;52;42;6
1660;PUBLICIDADE E PROPAGANDA;2022;1;178;151;27;1;3
343;QUÍMICA;2022;1;686;400;27;30;26
357;RELAÇÕES INTERNACIONAIS;2022;1;332;284;71;25;3
1490;RELAÇÕES PÚBLICAS;2022;1;292;250;25;23;3
806;SAÚDE COLETIVA;2022;1;274;158;18;9;4
907;SERVIÇO SOCIAL;2022;1;194;156;29;7;1
302;TEATRO;2022;1;264;201;32;13;4
1071;ZOOTECNIA;2022;1;251;170;19;10;8
298;ADMINISTRAÇÃO;2022;2;1880;1411;125;71;184
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2022;2;434;281;36;10;76
299;AGRONOMIA;2022;2;513;410;32;32;40
300;ARQUITETURA E URBANISMO;2022;2;684;600;57;28;29
301;ARQUIVOLOGIA;2022;2;180;114;6;4;25
303;ARTES VISUAIS;2022;2;678;479;8;30;74
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2022;2;15;14;0;7;0
304;BIBLIOTECONOMIA;2022;2;358;243;32;14;44
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2022;2;78;71;2;0;7
361;BIOMEDICINA;2022;2;166;137;1;2;19
910;BIOTECNOLOGIA;2022;2;138;108;5;1;12
305;CIÊNCIA DA COMPUTAÇÃO;2022;2;813;590;30;31;90
306;CIÊNCIAS ATUARIAIS;2022;2;265;155;1;8;49
307;CIÊNCIAS BIOLÓGICAS;2022;2;473;390;38;19;27
1880;CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA;2022;2;6;2;0;0;4
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2022;2;133;86;0;3;47
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2022;2;120;99;16;1;11
1819;CIÊNCIAS BIOLÓGICAS - LICENCIATURA - ENSINO A DISTÂNCIA - EAD;2022;2;90;25;0;0;11
308;CIÊNCIAS CONTÁBEIS;2022;2;862;595;48;26;75
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2022;2;45;20;0;12;0
309;CIÊNCIAS ECONÔMICAS;2022;2;972;707;77;46;90
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2022;2;1996;1713;188;134;104
312;CIÊNCIAS SOCIAIS;2022;2;1014;562;15;43;163
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2022;2;68;68;0;59;0
1835;COMPUTAÇÃO E ROBÓTICA EDUCATIVA - EDUCAÇÃO A DISTÂNCIA - EAD;2022;2;91;16;0;0;6
313;COMUNICAÇÃO SOCIAL;2022;2;106;88;0;16;2
805;DANÇA;2022;2;234;139;2;14;32
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2022;2;15;11;0;0;1
1481;DESIGN DE PRODUTO;2022;2;264;194;21;11;28
1482;DESIGN VISUAL;2022;2;259;211;19;7;17
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2022;2;42;16;0;0;1
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2022;2;37;7;0;0;28
314;EDUCAÇÃO FÍSICA;2022;2;1196;817;75;57;264
315;ENFERMAGEM;2022;2;571;494;52;41;40
526;ENGENHARIA AMBIENTAL;2022;2;171;129;1;2;24
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2022;2;152;87;2;2;8
317;ENGENHARIA CIVIL;2022;2;961;796;63;41;75
319;ENGENHARIA DE ALIMENTOS;2022;2;222;149;7;20;39
318;ENGENHARIA DE COMPUTAÇÃO;2022;2;470;348;42;16;53
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2022;2;220;172;2;7;32
909;ENGENHARIA DE ENERGIA;2022;2;183;136;1;0;22
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2022;2;21;19;9;1;1
320;ENGENHARIA DE MATERIAIS;2022;2;190;135;0;4;31
321;ENGENHARIA DE MINAS;2022;2;109;68;1;10;25
322;ENGENHARIA DE PRODUÇÃO;2022;2;429;371;31;18;24
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2022;2;14;8;0;0;0
323;ENGENHARIA ELÉTRICA;2022;2;487;361;26;6;67
911;ENGENHARIA FÍSICA;2022;2;201;162;3;11;23
1077;ENGENHARIA HÍDRICA;2022;2;90;56;13;1;23
324;ENGENHARIA MECÂNICA;2022;2;705;529;46;31;92
325;ENGENHARIA METALÚRGICA;2022;2;268;140;14;9;78
326;ENGENHARIA QUÍMICA;2022;2;631;526;45;29;44
327;ESTATÍSTICA;2022;2;208;123;2;0;44
328;FARMÁCIA;2022;2;706;551;51;20;85
329;FILOSOFIA;2022;2;414;238;8;12;88
330;FÍSICA;2022;2;431;298;4;9;70
1764;FÍSICA - LICENCIATURA;2022;2;269;164;18;6;61
812;FISIOTERAPIA;2022;2;194;152;0;18;18
730;FONOAUDIOLOGIA;2022;2;155;123;1;22;15
331;GEOGRAFIA;2022;2;521;334;20;18;49
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2022;2;94;93;0;56;0
1548;GEOGRAFIA - LITORAL NORTE;2022;2;21;18;4;2;1
332;GEOLOGIA;2022;2;205;159;3;24;17
333;HISTÓRIA;2022;2;930;570;10;55;151
908;HISTÓRIA DA ARTE;2022;2;216;123;1;6;37
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2022;2;186;90;7;3;53
1489;JORNALISMO;2022;2;273;235;25;21;16
334;LETRAS;2022;2;1316;931;10;43;168
335;MATEMÁTICA;2022;2;601;349;20;13;129
336;MEDICINA;2022;2;846;816;67;71;16
337;MEDICINA VETERINÁRIA;2022;2;634;547;47;30;29
731;MUSEOLOGIA;2022;2;146;98;0;10;24
338;MÚSICA;2022;2;413;304;1;20;18
339;NUTRIÇÃO;2022;2;365;302;32;26;24
340;ODONTOLOGIA;2022;2;671;594;76;45;31
341;PEDAGOGIA;2022;2;676;484;48;29;79
582;PEDAGOGIA - EAD;2022;2;79;0;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2022;2;175;173;0;1;3
914;POLÍTICAS PÚBLICAS;2022;2;235;141;4;8;42
342;PSICOLOGIA;2022;2;503;424;36;30;29
1660;PUBLICIDADE E PROPAGANDA;2022;2;197;167;23;0;13
343;QUÍMICA;2022;2;685;404;55;29;133
357;RELAÇÕES INTERNACIONAIS;2022;2;305;251;1;22;27
1490;RELAÇÕES PÚBLICAS;2022;2;292;247;26;19;18
806;SAÚDE COLETIVA;2022;2;277;158;16;9;68
907;SERVIÇO SOCIAL;2022;2;188;141;2;9;20
